id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,protected,verified,description,updated,dataset
0.0,Mamma con i tacchi,,2125.6887227195307,0.0,371.0089016968567,1.9625075894671813,10.10025048712762,,http://t.co/WRvheMrL,it,,,0.0,-0.0,-0.0,http://a0.twimg.com/profile_images/2667435229/7d2133f113664652db7128e62fe7f246_normal.jpeg,,-0.0,https://si0.twimg.com/images/themes/theme11/bg.gif,362720,,,1.0929919217426238,,,,B40B43,0.0,-0.0,-0.0,"Mamma felice di due bimbe (Viola e Vittoria), adoro le scarpe e vivo tra i libri",,
0.0,Gianluca Pini,GLPini,0.0,0.0,624.280012640192,0.0,0.0,Mon Nov 07 11:00:27 +0000 2011,,it,,,0.0,0.0,1.6662517780321506,,,0.0,,333333,https://si0.twimg.com/profile_images/3041066298/995347a0a503e7bf15fc215b06bd585a_normal.jpeg,C0DEED,-0.0,DDEEF6,http://a0.twimg.com/profile_background_images/359956594/regione_romagna.jpg,,0084B4,0.0,-0.0,0.0,"You think I'm a hero? I am not a hero. And if you're smart, that scares you. Because I have nothing to lose.",,
1820662535.0734267,Marta Perego,MartaPerego88,31.131715175827846,0.0,235.0732958393411,1060.1296668581367,0.0,,,,,www.peregoalbum.it,2.635170790283147,0.0,0.0,,https://si0.twimg.com/profile_banners/934466887/1364174348,3.1134646691696704,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3426172514/daea8f770a6031ae1dd06a025bca8d24_normal.jpeg,C0DEED,-0.0,,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,,0.0,0.0,-0.0,*,2015-02-14 10:54:49,E13
326375143.07678396,Bruno Lapira,,0.0,87.57203547489928,0.0,0.0,0.23621255856320955,Sun Aug 07 13:02:27 +0000 2011,http://www.facebook.com/bruno.lapira,,,Siracusa,0.0,0.0,-0.0,,https://si0.twimg.com/profile_banners/350244854/1361261422,1.9837361260801298,,,https://si0.twimg.com/profile_images/3276683383/a43b725d12bb3f0a422ba73fe723f00d_normal.jpeg,000000,0.0,C0DFEC,,022330,,8004.6296523288565,0.0,0.0,Cittadino del mondo che tra Architecture&Design immagina un'Italia migliore,2015-02-14 10:54:49,
567171877.0289323,Alessandra Borroni,ale_pilli,7503.508668220448,0.0,176.78212309871196,1132.9488169835236,-0.0,Mon Apr 30 20:10:04 +0000 2012,,,Rome,,2.2956129998716834,0.0,1.9997589078960845,http://a0.twimg.com/profile_images/3434644215/466870abe98ab446d526edcc7647271e_normal.jpeg,,1.4369478804115445,https://si0.twimg.com/images/themes/theme1/bg.png,333333,,C0DEED,-0.0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,9193.349171901598,0.0,0.0,,2015-02-14 10:54:49,E13
0.0,,salernoparadise,0.0,28.283721652244054,237.75873903392815,28.198185020797467,1.215870003398026,,,it,,,-0.0,0.0,0.0,http://a0.twimg.com/profile_images/3411026379/05b94e331219c620d5f31aa1946a2160_normal.jpeg,https://si0.twimg.com/profile_banners/212724606/1363792105,0.0,https://si0.twimg.com/profile_background_images/761237848/adae098ad665271d9df4d8f606e4b4c5.jpeg,,https://si0.twimg.com/profile_images/3411026379/05b94e331219c620d5f31aa1946a2160_normal.jpeg,,1.7352211609386887,4D0B8A,http://a0.twimg.com/profile_background_images/761237848/adae098ad665271d9df4d8f606e4b4c5.jpeg,,9007EB,4461.379719120457,0.0,-0.0,"I wrap my hands around your neckso tight with love, lovehttp://t.co/Rp7htLRCRH",,E13
2221044342.5497766,Maria Laura Vassallo,,354.2590208916127,0.0,22.24741161125914,-0.0,0.0,Thu Feb 21 11:23:13 +0000 2013,,it,,,0.0,0.0,-0.0,http://a0.twimg.com/profile_images/3286655020/8bb89c1c11c3c85d63109d8a9cff9bd1_normal.png,,1.5088224202091916,https://si0.twimg.com/images/themes/theme1/bg.png,,,C0DEED,0.0,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,0.0,0.0,-0.0,"Credo in un Paese migliore, il nostro. Si può fare!!!",,
0.0,Gabriele Ascione,GabrieleAscione,1986.424604733572,251.100863358933,945.8504742258652,0.0,-0.0,Thu Mar 22 21:56:37 +0000 2012,,it,Athens,,0.0,0.0,1.3521532713230038,http://a0.twimg.com/profile_images/3456183689/ac01dc097b90da85828c4cbc28664fed_normal.jpeg,https://si0.twimg.com/profile_banners/533552597/1364231101,0.546491702744904,https://si0.twimg.com/profile_background_images/813513923/e45f87e1854eade590a46cbb469fcfcc.jpeg,333333,https://si0.twimg.com/profile_images/3456183689/ac01dc097b90da85828c4cbc28664fed_normal.jpeg,FFFFFF,0.5281013225520838,DDEEF6,http://a0.twimg.com/profile_background_images/813513923/e45f87e1854eade590a46cbb469fcfcc.jpeg,0C0D0D,3DA5EB,-0.0,-0.0,0.0,Official Twitter Account,2015-02-14 10:54:49,
72139068.15560913,,,0.0,538.6632465265119,6751.075552074668,0.0,0.0,Wed Aug 04 18:37:56 +0000 2010,,,Hawaii,Catania,-0.0,0.0,0.11595163448357271,http://a0.twimg.com/profile_images/3451236816/614ff09a40b288447e67de0d8deba466_normal.jpeg,https://si0.twimg.com/profile_banners/174747861/1359135180,0.1959495554191638,,,,FFFFFF,0.0,,http://a0.twimg.com/profile_background_images/821509825/7a9529a11b5231adeae028fb2009ac04.jpeg,FF6699,B40B43,-0.0,0.0,0.0,"Il mio cuore è bimbo e non vuole crescere, vuole rimanere autentico, vuole stupirsi.   Su FB : http://t.co/VwqCIxAm ",2015-02-14 10:54:49,
0.0,Daniele Colombo ,ColomboDaniele,-0.0,81.69805223321076,0.0,-0.0,0.0,Fri Jun 17 15:04:47 +0000 2011,http://www.biotecnologi.org,it,,"Milano, Italia",0.0,-0.0,0.0,http://a0.twimg.com/profile_images/2961349361/f600a2d139eedacc32e8324d7f2e9e88_normal.jpeg,,1.1581206898950565,https://si0.twimg.com/profile_background_images/444945158/biotechnology_is_in_my_genes_dna_replication_mousepad-p144389417209241578z8xsj_400.jpg,333333,,C0DEED,-0.0,DDEEF6,,C0DEED,0084B4,0.0,0.0,-0.0,"Biotech-addicted, ANBI's member, UYBA supporter",2015-02-14 10:54:49,E13
